lanebelopp,inkomst,alder,anstallningsform,syfte,ranta,amorteringstid_manader,skuldsattningsgrad,manadskostnad,betalningsborda,tidigare_anmarkning,default
349000,278018,49,Fast anställd,Bil,9.97,48,1.26,8847,0.382,nej,0
500000,500977,37,Fast anställd,Övrigt,11.13,48,1.0,12954,0.31,ja,0
143000,250043,66,Pensionär,Bil,8.44,12,0.57,12468,0.598,nej,0
500000,685701,36,Fast anställd,Bil,10.39,36,0.73,16225,0.284,nej,0
400000,294611,26,Fast anställd,Konsumtion,4.96,72,1.36,6435,0.262,nej,1
333000,404444,42,Fast anställd,Konsumtion,13.82,72,0.82,6830,0.203,nej,0
500000,510870,67,Pensionär,Bil,6.16,72,0.98,8324,0.196,nej,0
403000,260702,30,Vikariat,Renovering,18.28,84,1.55,8536,0.393,ja,1
361000,333438,31,Vikariat,Renovering,9.27,12,1.08,31615,1.138,nej,1
392000,319481,25,Fast anställd,Konsumtion,7.38,12,1.23,33987,1.277,nej,1
207000,225434,33,Egenföretagare,Övrigt,9.86,72,0.92,3820,0.203,nej,0
440000,840337,35,Fast anställd,Renovering,8.4,12,0.52,38356,0.548,nej,1
500000,312172,65,Pensionär,Konsumtion,7.99,60,1.6,10136,0.39,nej,1
500000,512362,38,Fast anställd,Renovering,8.57,60,0.98,10275,0.241,nej,0
217000,270030,37,Fast anställd,Bil,9.73,36,0.8,6975,0.31,nej,0
500000,554354,40,Fast anställd,Bil,7.26,60,0.9,9962,0.216,nej,0
500000,543126,47,Vikariat,Konsumtion,13.06,48,0.92,13429,0.297,nej,0
474000,731108,43,Fast anställd,Renovering,13.03,24,0.65,22542,0.37,nej,0
500000,362398,73,Pensionär,Konsumtion,4.64,60,1.38,9353,0.31,nej,0
133000,329285,29,Fast anställd,Renovering,14.14,36,0.4,4555,0.166,nej,0
500000,545573,32,Fast anställd,Konsumtion,11.43,24,0.92,23404,0.515,nej,0
500000,617636,44,Fast anställd,Konsumtion,10.14,84,0.81,8337,0.162,nej,0
202000,260913,44,Fast anställd,Bil,8.06,48,0.77,4937,0.227,nej,0
500000,330232,31,Fast anställd,Konsumtion,9.92,24,1.51,23054,0.838,nej,0
500000,667206,44,Fast anställd,Renovering,11.74,60,0.75,11057,0.199,nej,0
500000,492187,28,Vikariat,Renovering,16.93,60,1.02,12407,0.302,nej,0
262000,284359,42,Fast anställd,Renovering,14.98,24,0.92,12701,0.536,nej,0
415000,242499,34,Arbetslös,Bil,14.53,24,1.71,20029,0.991,ja,1
306000,374503,24,Vikariat,Renovering,9.88,24,0.82,14103,0.452,nej,0
500000,653765,33,Egenföretagare,Bil,12.32,60,0.76,11203,0.206,nej,1
500000,391569,59,Fast anställd,Renovering,12.86,48,1.28,13379,0.41,nej,1
260000,612812,40,Fast anställd,Renovering,9.29,72,0.42,4724,0.093,nej,0
304000,656934,61,Fast anställd,Övrigt,7.61,60,0.46,6107,0.112,nej,0
500000,320306,23,Vikariat,Konsumtion,11.23,36,1.56,16424,0.615,nej,0
500000,298142,72,Pensionär,Renovering,8.54,12,1.68,43619,1.756,nej,1
500000,389655,18,Fast anställd,Konsumtion,11.97,48,1.28,13160,0.405,nej,0
500000,871589,37,Fast anställd,Konsumtion,15.47,48,0.57,14035,0.193,nej,0
302000,286049,71,Pensionär,Renovering,11.78,24,1.06,14185,0.595,nej,0
242000,354084,46,Fast anställd,Bil,11.88,72,0.68,4716,0.16,nej,0
267000,281943,30,Vikariat,Övrigt,18.2,48,0.95,7871,0.335,ja,0
484000,511125,48,Fast anställd,Konsumtion,10.64,60,0.95,10437,0.245,nej,1
131000,371758,64,Pensionär,Konsumtion,8.5,60,0.35,2688,0.087,nej,1
300000,306342,36,Fast anställd,Konsumtion,8.75,24,0.98,13671,0.536,nej,1
500000,933485,33,Fast anställd,Konsumtion,12.24,24,0.54,23593,0.303,nej,0
500000,403542,26,Vikariat,Konsumtion,14.35,60,1.24,11725,0.349,ja,1
240000,223376,50,Arbetslös,Konsumtion,12.13,48,1.07,6335,0.34,nej,1
500000,472590,38,Fast anställd,Konsumtion,12.77,24,1.06,23717,0.602,nej,1
419000,492249,48,Fast anställd,Renovering,7.56,36,0.85,13045,0.318,nej,0
314000,343898,48,Vikariat,Konsumtion,10.84,24,0.91,14612,0.51,ja,0
296000,256388,25,Arbetslös,Konsumtion,10.98,48,1.15,7647,0.358,nej,1
178000,295854,75,Pensionär,Renovering,10.27,24,0.6,8236,0.334,nej,0
214000,240809,40,Arbetslös,Bil,15.46,48,0.89,6006,0.299,nej,1
500000,420060,27,Fast anställd,Övrigt,10.14,12,1.19,43991,1.257,nej,0
480000,523595,42,Fast anställd,Övrigt,11.27,48,0.92,12469,0.286,ja,0
453000,273382,27,Vikariat,Konsumtion,9.47,12,1.66,39714,1.743,nej,1
500000,427179,77,Pensionär,Renovering,11.43,24,1.17,23404,0.657,nej,1
193000,365195,46,Fast anställd,Bil,9.27,36,0.53,6162,0.202,nej,0
449000,436374,37,Fast anställd,Renovering,10.35,12,1.03,39547,1.088,nej,1
500000,377950,50,Egenföretagare,Konsumtion,13.97,84,1.32,9362,0.297,ja,0
500000,431972,22,Fast anställd,Konsumtion,10.25,24,1.16,23130,0.643,nej,0
500000,629621,30,Fast anställd,Övrigt,10.48,12,0.79,44070,0.84,nej,1
500000,437647,35,Fast anställd,Övrigt,15.56,60,1.14,12042,0.33,nej,0
231000,589997,60,Vikariat,Renovering,12.03,12,0.39,20527,0.418,nej,0
137000,293831,27,Egenföretagare,Renovering,10.68,60,0.47,2957,0.121,nej,0
500000,518804,20,Fast anställd,Övrigt,9.94,60,0.96,10609,0.245,nej,1
181000,276087,23,Vikariat,Övrigt,7.99,24,0.66,8185,0.356,nej,0
496000,419718,47,Vikariat,Bil,8.86,24,1.18,22628,0.647,nej,1
500000,486220,32,Fast anställd,Bil,12.62,48,1.03,13320,0.329,nej,0
399000,343083,36,Vikariat,Konsumtion,11.52,60,1.16,8779,0.307,nej,0
500000,741155,45,Fast anställd,Konsumtion,12.3,36,0.67,16679,0.27,nej,0
493000,388862,36,Fast anställd,Bil,10.35,60,1.27,10560,0.326,ja,0
309000,600357,40,Fast anställd,Bil,7.06,24,0.51,13843,0.277,nej,0
500000,373571,43,Fast anställd,Konsumtion,10.25,48,1.34,12741,0.409,nej,0
500000,508611,33,Fast anställd,Renovering,7.44,36,0.98,15539,0.367,nej,0
222000,207176,67,Pensionär,Övrigt,5.94,36,1.07,6748,0.391,nej,0
228000,317661,40,Egenföretagare,Bil,12.68,36,0.72,7647,0.289,ja,0
500000,424610,46,Egenföretagare,Konsumtion,11.39,36,1.18,16462,0.465,nej,1
500000,922762,30,Fast anställd,Konsumtion,10.53,24,0.54,23195,0.302,nej,0
196000,506500,18,Fast anställd,Bil,13.79,36,0.39,6679,0.158,nej,0
500000,872513,44,Fast anställd,Renovering,10.19,36,0.57,16178,0.223,ja,0
500000,528138,47,Fast anställd,Konsumtion,7.0,60,0.95,9901,0.225,nej,0
500000,426991,40,Fast anställd,Renovering,5.87,48,1.17,11713,0.329,nej,1
500000,620806,40,Vikariat,Bil,12.8,36,0.81,16799,0.325,nej,0
385000,221738,29,Arbetslös,Renovering,12.96,48,1.74,10321,0.559,nej,1
500000,390446,43,Fast anställd,Renovering,11.35,24,1.28,23385,0.719,ja,0
500000,576482,46,Fast anställd,Övrigt,12.27,24,0.87,23600,0.491,ja,1
489000,382201,38,Egenföretagare,Konsumtion,10.25,48,1.28,12461,0.391,nej,1
175000,243735,62,Fast anställd,Renovering,9.33,48,0.72,4382,0.216,nej,0
233000,392696,58,Pensionär,Övrigt,6.9,36,0.59,7184,0.22,nej,0
500000,764874,39,Egenföretagare,Renovering,11.45,48,0.65,13032,0.204,nej,0
232000,314734,23,Arbetslös,Renovering,12.22,24,0.74,10945,0.417,ja,1
500000,566793,46,Fast anställd,Renovering,9.62,60,0.88,10530,0.223,nej,0
169000,332018,22,Vikariat,Konsumtion,14.19,60,0.51,3949,0.143,ja,0
500000,654905,24,Fast anställd,Konsumtion,10.5,36,0.76,16251,0.298,nej,0
500000,487690,31,Vikariat,Renovering,13.64,48,1.03,13573,0.334,nej,1
500000,867523,40,Fast anställd,Renovering,8.57,60,0.58,10275,0.142,nej,0
361000,481364,32,Fast anställd,Konsumtion,9.5,48,0.75,9069,0.226,nej,0
493000,461412,32,Fast anställd,Konsumtion,4.55,36,1.07,14676,0.382,nej,0
295000,380621,36,Fast anställd,Övrigt,14.43,48,0.78,8125,0.256,nej,0
500000,578810,35,Egenföretagare,Bil,6.82,72,0.86,8481,0.176,nej,0
287000,203998,52,Egenföretagare,Konsumtion,12.05,24,1.41,13517,0.795,nej,0
500000,475266,44,Vikariat,Konsumtion,4.51,60,1.05,9324,0.235,nej,0
500000,600634,34,Fast anställd,Konsumtion,7.44,84,0.83,7654,0.153,nej,0
500000,592754,58,Egenföretagare,Bil,16.53,60,0.84,12300,0.249,nej,0
500000,513178,42,Fast anställd,Renovering,12.36,36,0.97,16693,0.39,nej,0
283000,469720,62,Pensionär,Konsumtion,11.96,24,0.6,13317,0.34,nej,0
500000,385230,69,Pensionär,Konsumtion,9.02,36,1.3,15905,0.495,nej,0
400000,395348,43,Fast anställd,Renovering,13.63,24,1.01,19135,0.581,nej,0
342000,248511,63,Pensionär,Bil,10.14,36,1.38,11058,0.534,nej,1
473000,359372,27,Fast anställd,Bil,11.22,36,1.32,15535,0.519,nej,1
500000,592999,38,Fast anställd,Renovering,16.12,36,0.84,17608,0.356,nej,0
500000,344535,34,Fast anställd,Renovering,12.23,36,1.45,16662,0.58,nej,0
447000,714392,52,Fast anställd,Renovering,9.34,60,0.63,9353,0.157,nej,0
500000,857251,45,Egenföretagare,Bil,13.18,36,0.58,16890,0.236,nej,0
176000,359455,31,Fast anställd,Bil,13.01,24,0.49,8368,0.279,nej,0
262000,458198,42,Fast anställd,Konsumtion,11.06,48,0.57,6779,0.178,nej,0
498000,364330,50,Vikariat,Renovering,13.38,60,1.37,11428,0.376,nej,1
211000,688307,24,Egenföretagare,Konsumtion,13.96,36,0.31,7207,0.126,nej,0
500000,480605,61,Pensionär,Renovering,15.83,48,1.04,14127,0.353,nej,1
238000,190470,37,Egenföretagare,Bil,9.48,36,1.25,7622,0.48,nej,0
311000,324044,38,Vikariat,Konsumtion,12.28,24,0.96,14681,0.544,nej,0
355000,445473,37,Fast anställd,Konsumtion,10.65,48,0.8,9115,0.246,nej,1
146000,299468,34,Fast anställd,Konsumtion,8.54,48,0.49,3601,0.144,nej,0
500000,412590,34,Fast anställd,Renovering,7.88,24,1.21,22586,0.657,nej,1
500000,567910,41,Fast anställd,Konsumtion,13.63,48,0.88,13571,0.287,nej,0
264000,328555,49,Vikariat,Bil,7.5,60,0.8,5290,0.193,nej,0
115000,284754,33,Fast anställd,Konsumtion,5.98,72,0.4,1905,0.08,nej,0
500000,1200000,62,Egenföretagare,Bil,9.76,24,0.42,23017,0.23,nej,0
309000,536682,57,Fast anställd,Konsumtion,9.69,24,0.58,14215,0.318,ja,1
500000,508435,51,Fast anställd,Konsumtion,7.39,60,0.98,9993,0.236,nej,0
459000,332942,44,Fast anställd,Konsumtion,6.87,48,1.38,10964,0.395,nej,1
335000,320684,80,Pensionär,Övrigt,9.72,24,1.04,15415,0.577,nej,0
500000,407539,35,Egenföretagare,Övrigt,17.88,36,1.23,18046,0.531,ja,0
96000,168289,63,Pensionär,Konsumtion,8.03,60,0.57,1948,0.139,nej,0
328000,336182,32,Fast anställd,Övrigt,14.39,24,0.98,15809,0.564,ja,0
331000,242493,24,Arbetslös,Renovering,15.49,72,1.36,7087,0.351,nej,0
387000,965504,39,Fast anställd,Renovering,4.0,60,0.4,7127,0.089,nej,1
477000,555991,40,Fast anställd,Konsumtion,8.12,48,0.86,11672,0.252,nej,0
303000,261913,37,Arbetslös,Övrigt,11.6,60,1.16,6679,0.306,nej,1
393000,463001,37,Fast anställd,Konsumtion,10.45,24,0.85,18217,0.472,nej,0
358000,351409,39,Vikariat,Bil,12.65,24,1.02,16961,0.579,nej,1
500000,716291,55,Fast anställd,Konsumtion,10.33,60,0.7,10705,0.179,nej,0
500000,648211,44,Vikariat,Renovering,8.44,36,0.77,15770,0.292,nej,0
201000,438155,73,Pensionär,Bil,7.92,24,0.46,9083,0.249,nej,0
171000,336641,39,Fast anställd,Renovering,5.74,24,0.51,7559,0.269,nej,0
385000,353827,21,Vikariat,Renovering,10.25,48,1.09,9811,0.333,nej,0
302000,538818,19,Fast anställd,Renovering,8.58,12,0.56,26352,0.587,nej,0
500000,330748,58,Vikariat,Konsumtion,11.5,24,1.51,23420,0.85,nej,0
500000,560032,32,Fast anställd,Konsumtion,11.24,24,0.89,23360,0.501,nej,0
500000,651610,31,Fast anställd,Renovering,8.67,60,0.77,10299,0.19,nej,0
500000,694524,40,Fast anställd,Bil,10.21,60,0.72,10675,0.184,nej,0
500000,882094,43,Fast anställd,Konsumtion,8.96,24,0.57,22833,0.311,nej,0
144000,268650,72,Pensionär,Övrigt,6.72,48,0.54,3430,0.153,nej,0
370000,303333,55,Fast anställd,Övrigt,7.5,36,1.22,11509,0.455,nej,1
500000,554256,53,Fast anställd,Renovering,4.0,12,0.9,42575,0.922,nej,0
402000,945372,29,Fast anställd,Renovering,8.51,24,0.43,18275,0.232,nej,0
319000,413767,47,Fast anställd,Renovering,8.02,12,0.77,27752,0.805,nej,0
192000,623699,34,Egenföretagare,Bil,8.22,84,0.31,3014,0.058,nej,0
183000,236555,33,Arbetslös,Konsumtion,14.8,48,0.77,5074,0.257,nej,1
419000,522826,27,Fast anställd,Renovering,10.82,24,0.8,19494,0.447,nej,0
370000,297175,57,Pensionär,Övrigt,15.58,48,1.25,10406,0.42,ja,1
156000,262183,37,Vikariat,Konsumtion,12.0,48,0.6,4108,0.188,nej,1
75000,220007,28,Fast anställd,Bil,9.5,24,0.34,3444,0.188,nej,0
189000,245450,47,Vikariat,Konsumtion,14.89,36,0.77,6542,0.32,ja,1
500000,426511,35,Fast anställd,Konsumtion,11.58,48,1.17,13064,0.368,nej,1
477000,531839,41,Vikariat,Konsumtion,12.36,36,0.9,15925,0.359,nej,1
265000,287523,76,Pensionär,Övrigt,12.07,72,0.92,5190,0.217,nej,0
409000,407722,23,Fast anställd,Renovering,9.39,12,1.0,35842,1.055,nej,0
324000,226999,63,Pensionär,Konsumtion,7.03,24,1.43,14511,0.767,nej,0
500000,614400,39,Egenföretagare,Renovering,12.49,60,0.81,11246,0.22,nej,0
343000,786560,41,Fast anställd,Bil,8.05,24,0.44,15521,0.237,nej,0
320000,525550,49,Vikariat,Konsumtion,12.12,24,0.61,15081,0.344,nej,1
351000,604497,46,Fast anställd,Renovering,10.22,36,0.58,11362,0.226,nej,0
145000,137461,35,Arbetslös,Renovering,18.96,24,1.05,7306,0.638,ja,1
110000,320268,41,Vikariat,Renovering,10.13,36,0.34,3556,0.133,nej,0
500000,966615,41,Fast anställd,Bil,12.0,48,0.52,13167,0.163,nej,0
500000,724098,23,Fast anställd,Konsumtion,11.81,60,0.69,11074,0.184,nej,0
175000,211477,36,Vikariat,Övrigt,9.28,36,0.83,5588,0.317,nej,1
500000,479521,40,Fast anställd,Bil,6.43,48,1.04,11841,0.296,nej,0
492000,555200,42,Fast anställd,Renovering,9.95,72,0.89,9102,0.197,nej,0
500000,374461,28,Fast anställd,Bil,12.46,12,1.34,44532,1.427,nej,0
380000,217897,25,Fast anställd,Renovering,6.35,48,1.74,8985,0.495,nej,0
500000,506150,35,Fast anställd,Renovering,10.68,36,0.99,16294,0.386,nej,0
500000,371121,57,Fast anställd,Konsumtion,7.45,36,1.35,15542,0.503,nej,0
225000,371630,29,Fast anställd,Övrigt,6.96,24,0.61,10070,0.325,nej,0
456000,319931,49,Vikariat,Övrigt,12.38,24,1.43,21547,0.808,nej,1
365000,466593,53,Fast anställd,Renovering,11.13,72,0.78,6972,0.179,nej,0
500000,487390,38,Fast anställd,Renovering,9.12,12,1.03,43754,1.077,nej,1
308000,358829,31,Fast anställd,Bil,11.47,36,0.86,10152,0.34,nej,0
246000,335348,43,Vikariat,Bil,17.44,24,0.73,12215,0.437,ja,0
459000,264316,39,Fast anställd,Konsumtion,5.78,24,1.74,20298,0.922,nej,0
335000,545175,29,Fast anställd,Bil,9.71,36,0.61,10764,0.237,nej,0
258000,179926,31,Fast anställd,Renovering,13.03,36,1.43,8697,0.58,nej,0
500000,382795,42,Egenföretagare,Bil,13.55,36,1.31,16980,0.532,nej,0
500000,700530,47,Egenföretagare,Övrigt,4.62,36,0.71,14900,0.255,nej,0
257000,260492,34,Egenföretagare,Konsumtion,9.45,36,0.99,8226,0.379,nej,0
325000,632993,37,Egenföretagare,Konsumtion,13.2,24,0.51,15482,0.294,nej,1
500000,542805,44,Vikariat,Bil,9.76,24,0.92,23017,0.509,nej,0
269000,153619,36,Fast anställd,Konsumtion,12.3,36,1.75,8973,0.701,nej,0
480000,343527,35,Vikariat,Renovering,15.9,12,1.4,43528,1.521,nej,0
281000,178702,30,Fast anställd,Konsumtion,8.91,60,1.57,5821,0.391,nej,1
147000,347537,30,Vikariat,Konsumtion,9.35,12,0.42,12879,0.445,nej,0
386000,440829,64,Egenföretagare,Renovering,13.63,24,0.88,18466,0.503,ja,1
163000,205070,36,Fast anställd,Renovering,11.4,48,0.79,4245,0.248,nej,1
500000,959045,51,Fast anställd,Bil,7.99,72,0.52,8764,0.11,nej,0
310000,540421,54,Fast anställd,Konsumtion,8.49,24,0.57,14090,0.313,nej,0
308000,269100,36,Vikariat,Konsumtion,12.79,36,1.14,10347,0.461,ja,1
500000,604938,41,Vikariat,Konsumtion,12.89,24,0.83,23745,0.471,ja,0
86000,173046,68,Pensionär,Konsumtion,7.73,36,0.5,2684,0.186,nej,0
158000,317994,21,Fast anställd,Konsumtion,4.55,36,0.5,4704,0.178,nej,0
49000,140122,22,Egenföretagare,Konsumtion,8.92,48,0.35,1218,0.104,nej,0
500000,680352,38,Vikariat,Renovering,12.17,12,0.73,44464,0.784,nej,0
260000,327650,65,Pensionär,Renovering,12.87,60,0.79,5899,0.216,nej,0
393000,615869,56,Fast anställd,Bil,9.23,12,0.64,34410,0.67,nej,0
500000,543263,35,Fast anställd,Konsumtion,9.58,48,0.92,12581,0.278,nej,0
227000,442775,57,Vikariat,Övrigt,11.3,60,0.51,4970,0.135,nej,0
432000,460026,33,Egenföretagare,Konsumtion,17.37,24,0.94,21436,0.559,nej,0
301000,212719,54,Arbetslös,Bil,14.38,48,1.42,8283,0.467,ja,1
500000,507707,43,Fast anställd,Bil,6.34,24,0.98,22237,0.526,nej,0
446000,395138,43,Fast anställd,Bil,9.37,24,1.13,20451,0.621,nej,0
105000,196485,29,Arbetslös,Renovering,16.05,12,0.53,9529,0.582,nej,0
307000,538077,43,Fast anställd,Konsumtion,9.42,36,0.57,9823,0.219,nej,0
441000,376507,54,Vikariat,Renovering,8.02,60,1.17,8946,0.285,nej,1
97000,291495,36,Fast anställd,Renovering,11.71,48,0.33,2541,0.105,nej,1
489000,305362,34,Fast anställd,Konsumtion,9.15,48,1.6,12204,0.48,nej,0
500000,760263,35,Egenföretagare,Renovering,12.98,60,0.66,11371,0.179,nej,0
350000,379459,54,Egenföretagare,Konsumtion,16.08,60,0.92,8526,0.27,nej,1
412000,599981,46,Fast anställd,Konsumtion,5.84,48,0.69,9646,0.193,nej,0
500000,333620,52,Fast anställd,Konsumtion,5.2,36,1.5,15030,0.541,nej,0
240000,190623,69,Pensionär,Renovering,10.91,60,1.26,5207,0.328,nej,0
354000,363938,38,Fast anställd,Renovering,4.41,36,0.97,10516,0.347,nej,0
326000,277404,70,Pensionär,Konsumtion,8.5,24,1.18,14819,0.641,nej,0
337000,387395,48,Fast anställd,Bil,8.07,48,0.87,8238,0.255,nej,0
500000,569706,35,Vikariat,Övrigt,12.2,12,0.88,44471,0.937,nej,0
173000,207914,48,Arbetslös,Renovering,13.54,24,0.83,8269,0.477,nej,0
500000,691852,41,Vikariat,Konsumtion,12.18,60,0.72,11168,0.194,nej,0
435000,563286,18,Fast anställd,Renovering,6.83,36,0.77,13398,0.285,nej,0
64000,155687,46,Vikariat,Bil,8.07,36,0.41,2008,0.155,nej,1
251000,707586,25,Fast anställd,Övrigt,9.55,36,0.35,8046,0.136,nej,0
161000,288271,46,Fast anställd,Konsumtion,9.76,36,0.56,5177,0.216,nej,0
142000,210582,44,Arbetslös,Konsumtion,13.29,24,0.67,6770,0.386,nej,0
491000,300336,41,Egenföretagare,Renovering,16.01,72,1.63,10653,0.426,nej,0
500000,766775,43,Vikariat,Övrigt,13.7,48,0.65,13588,0.213,nej,0
500000,809246,48,Fast anställd,Konsumtion,10.63,48,0.62,12833,0.19,nej,0
305000,377136,33,Fast anställd,Renovering,11.52,60,0.81,6711,0.214,nej,1
422000,467626,45,Fast anställd,Renovering,10.16,48,0.9,10735,0.275,nej,0
500000,394592,49,Vikariat,Renovering,13.33,24,1.27,23848,0.725,nej,1
500000,681265,55,Egenföretagare,Renovering,11.77,36,0.73,16552,0.292,nej,0
500000,493956,26,Fast anställd,Övrigt,8.12,36,1.01,15696,0.381,nej,0
253000,218061,70,Pensionär,Bil,7.62,48,1.16,6131,0.337,nej,1
447000,380352,28,Fast anställd,Bil,12.38,48,1.18,11855,0.374,nej,1
500000,488176,27,Fast anställd,Bil,9.04,48,1.02,12452,0.306,nej,0
500000,753180,41,Fast anställd,Bil,14.29,36,0.66,17159,0.273,nej,0
500000,567924,38,Fast anställd,Renovering,6.74,60,0.88,9839,0.208,nej,0
500000,372989,49,Fast anställd,Renovering,12.63,48,1.34,13322,0.429,nej,1
218000,233770,31,Arbetslös,Renovering,13.19,60,0.93,4981,0.256,nej,1
150000,427006,36,Fast anställd,Konsumtion,10.52,72,0.35,2818,0.079,nej,0
78000,248351,37,Arbetslös,Bil,10.08,36,0.31,2520,0.122,nej,0
500000,1184052,29,Fast anställd,Övrigt,4.9,24,0.42,21913,0.222,nej,0
74000,181732,27,Arbetslös,Bil,19.1,36,0.41,2716,0.179,nej,1
412000,479530,49,Vikariat,Konsumtion,13.32,12,0.86,36861,0.922,ja,0
62000,164991,29,Arbetslös,Övrigt,20.16,36,0.38,2309,0.168,ja,0
500000,470103,49,Fast anställd,Konsumtion,7.86,36,1.06,15636,0.399,nej,1
262000,449001,44,Egenföretagare,Konsumtion,13.47,24,0.58,12514,0.334,nej,0
299000,279818,58,Pensionär,Bil,11.47,24,1.07,14001,0.6,ja,1
500000,1157826,43,Fast anställd,Konsumtion,6.47,36,0.43,15318,0.159,nej,0
500000,439192,43,Fast anställd,Bil,11.12,24,1.14,23332,0.637,nej,0
500000,600428,42,Fast anställd,Konsumtion,11.86,36,0.83,16574,0.331,nej,0
107000,122697,33,Arbetslös,Bil,15.2,48,0.87,2989,0.292,nej,0
500000,568751,28,Fast anställd,Konsumtion,9.14,48,0.88,12476,0.263,nej,0
421000,729211,51,Fast anställd,Övrigt,5.13,24,0.58,18494,0.304,nej,0
500000,406500,36,Fast anställd,Bil,6.83,60,1.23,9861,0.291,nej,0
227000,203093,29,Fast anställd,Renovering,7.74,24,1.12,10240,0.605,nej,0
344000,433945,42,Egenföretagare,Konsumtion,10.94,12,0.79,30394,0.84,nej,0
209000,491891,30,Fast anställd,Övrigt,12.33,24,0.42,9871,0.241,nej,0
259000,466692,28,Vikariat,Konsumtion,10.12,48,0.55,6584,0.169,nej,0
500000,542135,65,Pensionär,Bil,4.23,60,0.92,9260,0.205,nej,0
500000,428043,31,Fast anställd,Övrigt,4.0,60,1.17,9208,0.258,nej,0
175000,268417,28,Vikariat,Bil,9.41,36,0.65,5598,0.25,nej,1
339000,324999,46,Fast anställd,Övrigt,8.22,60,1.04,6909,0.255,nej,1
179000,388220,36,Vikariat,Renovering,13.53,60,0.46,4122,0.127,ja,1
259000,578257,50,Fast anställd,Övrigt,5.87,60,0.45,4992,0.104,nej,0
500000,336775,29,Egenföretagare,Renovering,8.26,48,1.48,12268,0.437,nej,1
500000,642125,20,Fast anställd,Konsumtion,10.63,60,0.78,10779,0.201,nej,0
484000,575436,39,Fast anställd,Konsumtion,12.84,48,0.84,12946,0.27,nej,0
500000,367739,56,Vikariat,Konsumtion,6.23,72,1.36,8341,0.272,nej,1
320000,356523,43,Fast anställd,Konsumtion,7.58,48,0.9,7749,0.261,nej,0
279000,347690,70,Egenföretagare,Bil,13.66,24,0.8,13351,0.461,nej,0
148000,208894,41,Fast anställd,Renovering,15.7,24,0.71,7225,0.415,ja,0
451000,393377,40,Vikariat,Bil,8.25,36,1.15,14185,0.433,nej,1
500000,493471,18,Fast anställd,Konsumtion,12.4,48,1.01,13265,0.323,nej,1
125000,386917,42,Vikariat,Konsumtion,10.25,24,0.32,5783,0.179,nej,0
500000,583331,39,Fast anställd,Renovering,11.15,24,0.86,23339,0.48,nej,0
500000,559633,33,Fast anställd,Bil,10.0,12,0.89,43958,0.943,ja,1
500000,470412,36,Fast anställd,Bil,10.23,24,1.06,23126,0.59,nej,0
500000,453311,37,Egenföretagare,Konsumtion,9.09,24,1.1,22863,0.605,nej,1
213000,299086,36,Fast anställd,Övrigt,8.13,48,0.71,5213,0.209,nej,1
146000,248919,80,Pensionär,Renovering,11.31,36,0.59,4801,0.231,ja,0
405000,301083,65,Pensionär,Övrigt,9.85,12,1.35,35578,1.418,nej,0
220000,377925,39,Fast anställd,Övrigt,15.52,24,0.58,10721,0.34,nej,1
213000,489457,33,Vikariat,Renovering,17.33,36,0.44,7629,0.187,nej,0
172000,388278,45,Fast anställd,Konsumtion,8.53,24,0.44,7821,0.242,nej,0
500000,527395,39,Fast anställd,Konsumtion,13.2,48,0.95,13463,0.306,nej,0
160000,468964,35,Egenföretagare,Konsumtion,9.31,12,0.34,14015,0.359,nej,0
345000,470333,18,Vikariat,Konsumtion,11.11,24,0.73,16097,0.411,nej,0
245000,496469,40,Vikariat,Konsumtion,11.12,60,0.49,5342,0.129,ja,0
500000,623379,34,Fast anställd,Bil,8.37,36,0.8,15754,0.303,nej,0
246000,233958,37,Fast anställd,Renovering,16.15,84,1.05,4907,0.252,nej,0
451000,742628,26,Fast anställd,Renovering,8.53,24,0.61,20507,0.331,nej,0
500000,949465,52,Egenföretagare,Konsumtion,9.37,12,0.53,43812,0.554,nej,0
500000,413022,46,Fast anställd,Renovering,7.0,12,1.21,43263,1.257,nej,0
500000,497984,52,Egenföretagare,Övrigt,9.17,72,1.0,9055,0.218,nej,0
255000,357971,49,Fast anställd,Bil,5.95,48,0.71,5983,0.201,nej,0
291000,247228,43,Fast anställd,Bil,10.06,36,1.18,9398,0.456,nej,1
500000,377546,26,Fast anställd,Övrigt,10.01,36,1.32,16136,0.513,nej,0
152000,404720,56,Fast anställd,Renovering,10.34,48,0.38,3880,0.115,nej,0
302000,431836,28,Fast anställd,Renovering,9.47,48,0.7,7583,0.211,nej,0
199000,273906,35,Egenföretagare,Övrigt,9.74,36,0.73,6397,0.28,nej,0
296000,237987,72,Pensionär,Konsumtion,7.86,48,1.24,7207,0.363,nej,0
500000,487062,45,Fast anställd,Renovering,9.9,36,1.03,16110,0.397,nej,1
227000,373405,43,Fast anställd,Renovering,9.37,36,0.61,7258,0.233,nej,0
369000,591391,33,Fast anställd,Övrigt,7.91,60,0.62,7466,0.151,nej,0
500000,363850,64,Pensionär,Konsumtion,8.78,24,1.37,22792,0.752,nej,0
500000,1124822,63,Fast anställd,Renovering,13.35,36,0.44,16931,0.181,nej,0
448000,263397,34,Arbetslös,Övrigt,17.75,12,1.7,41019,1.869,nej,0
500000,532365,36,Fast anställd,Bil,8.95,12,0.94,43714,0.985,nej,0
355000,393527,30,Fast anställd,Övrigt,7.67,72,0.9,6167,0.188,nej,0
