lanebelopp,kontantinsats_procent,inkomst,skuldkvot,bostadsort,ranta,tidigare_betalningsanmarkning,default
1693759,15.8,402474,4.21,Malmo,2.6,nej,1
1358382,13.5,367200,3.7,Stockholm,3.58,nej,0
1242205,26.2,300000,4.14,Ovrigt,3.16,nej,1
5000000,13.8,1108950,4.51,Stockholm,3.68,nej,0
2011531,16.6,428658,4.69,Ovrigt,2.63,nej,0
2628175,17.2,515798,5.1,Goteborg,3.34,nej,1
1487907,12.8,300000,4.96,Goteborg,4.48,nej,1
2509769,11.4,564387,4.45,Goteborg,2.77,nej,0
2895771,14.4,702899,4.12,Malmo,2.91,nej,1
5000000,18.8,945804,5.29,Stockholm,2.9,nej,0
1326781,10.8,522998,2.54,Ovrigt,2.57,nej,0
1390441,13.3,311204,4.47,Goteborg,4.19,nej,1
4219679,12.4,676880,6.23,Stockholm,2.0,nej,0
4071692,17.3,779988,5.22,Stockholm,2.47,nej,1
1152114,15.7,300000,3.84,Goteborg,3.48,nej,0
1204049,14.9,312227,3.86,Goteborg,2.76,nej,0
2545590,15.8,697503,3.65,Goteborg,3.18,nej,0
2326184,22.6,628077,3.7,Malmo,3.18,nej,0
1831784,13.8,300000,6.11,Goteborg,3.5,nej,1
1996091,11.8,550184,3.63,Ovrigt,3.25,nej,0
1535461,14.3,459604,3.34,Malmo,2.97,nej,1
1788481,21.0,547109,3.27,Ovrigt,3.28,nej,0
1728921,11.7,463328,3.73,Stockholm,3.45,ja,0
3943325,14.1,632903,6.23,Goteborg,4.22,nej,0
4274600,11.9,836959,5.11,Stockholm,2.85,nej,0
2280077,11.0,384410,5.93,Malmo,3.53,nej,0
1273565,11.5,403164,3.16,Ovrigt,4.43,ja,1
3250721,16.3,460741,7.06,Stockholm,2.41,nej,1
5000000,13.3,1156207,4.32,Stockholm,2.53,nej,0
897139,15.8,381509,2.35,Ovrigt,4.36,nej,0
1401861,17.2,412994,3.39,Stockholm,2.79,nej,1
1535560,12.1,332258,4.62,Malmo,3.21,nej,0
2031554,14.9,514375,3.95,Goteborg,3.1,nej,0
1863751,16.3,541085,3.44,Ovrigt,3.18,nej,0
2441146,20.5,349993,6.97,Stockholm,2.98,nej,0
5000000,20.9,1200000,4.17,Stockholm,3.72,ja,1
1792121,10.6,500553,3.58,Malmo,2.71,nej,0
2238391,17.2,482425,4.64,Ovrigt,3.07,nej,0
2185542,17.1,470299,4.65,Goteborg,2.89,ja,1
4222245,13.8,601813,7.02,Stockholm,3.13,nej,0
1588800,14.3,416935,3.81,Malmo,3.87,ja,0
1990926,14.2,601461,3.31,Ovrigt,3.78,nej,0
1046387,10.4,399044,2.62,Ovrigt,3.89,nej,0
2639314,16.0,544062,4.85,Ovrigt,2.97,nej,0
3680232,14.1,502053,7.33,Stockholm,3.7,nej,0
4990917,12.5,645807,7.73,Stockholm,2.51,nej,0
1253687,13.2,320754,3.91,Malmo,2.89,nej,0
2969833,14.0,651225,4.56,Ovrigt,4.17,nej,1
2198248,14.9,427838,5.14,Stockholm,3.31,nej,1
2788260,18.3,524399,5.32,Stockholm,3.34,nej,1
1621429,20.2,352926,4.59,Ovrigt,3.63,ja,1
2102980,12.9,518356,4.06,Stockholm,4.32,nej,1
2348834,12.3,652781,3.6,Goteborg,3.52,nej,0
1706594,15.0,430773,3.96,Goteborg,4.09,nej,0
4063030,15.9,772641,5.26,Malmo,2.84,nej,1
970091,15.1,300000,3.23,Ovrigt,3.09,ja,1
2160331,16.5,523216,4.13,Goteborg,2.74,nej,1
1944960,16.9,324384,6.0,Malmo,3.58,nej,0
2012170,10.7,523550,3.84,Malmo,5.0,ja,0
1799481,13.5,485832,3.7,Goteborg,3.65,nej,0
1946490,11.4,415806,4.68,Malmo,3.73,nej,1
5000000,12.6,960673,5.2,Stockholm,3.3,nej,0
1639508,13.5,459669,3.57,Stockholm,2.44,nej,0
4580406,10.8,755100,6.07,Stockholm,4.41,nej,0
1498368,12.9,439070,3.41,Stockholm,3.6,nej,0
2443046,15.7,511485,4.78,Goteborg,3.51,nej,0
866864,13.2,300000,2.89,Ovrigt,4.22,ja,0
932799,12.9,307119,3.04,Ovrigt,2.17,nej,0
1361461,15.8,387372,3.51,Ovrigt,2.9,nej,0
5000000,17.7,1010402,4.95,Goteborg,4.12,ja,1
2792738,17.6,509060,5.49,Goteborg,3.11,nej,0
5000000,12.9,947770,5.28,Goteborg,3.15,nej,0
4078208,15.1,652214,6.25,Stockholm,3.97,nej,0
1679022,16.5,511532,3.28,Stockholm,3.27,nej,0
2808525,13.0,818920,3.43,Malmo,4.63,nej,0
2297914,15.4,476778,4.82,Ovrigt,4.09,ja,1
2852919,17.9,461811,6.18,Stockholm,3.68,nej,0
5000000,15.2,720880,6.94,Stockholm,3.49,nej,1
921935,17.4,356098,2.59,Ovrigt,2.86,nej,1
1380060,12.9,300000,4.6,Stockholm,2.93,ja,1
1864475,13.4,582095,3.2,Ovrigt,3.22,nej,0
1920792,15.9,620309,3.1,Ovrigt,4.35,nej,0
2400327,15.5,834991,2.87,Ovrigt,2.96,nej,0
2580284,16.4,578884,4.46,Goteborg,3.89,ja,1
1901667,12.2,400516,4.75,Malmo,3.05,nej,0
2696028,18.2,682826,3.95,Goteborg,3.33,nej,0
1727178,11.6,621522,2.78,Malmo,4.37,ja,0
5000000,14.0,941578,5.31,Goteborg,3.27,nej,0
3131733,18.3,586629,5.34,Stockholm,2.83,nej,1
2238827,22.0,457608,4.89,Goteborg,4.5,ja,0
1653807,11.1,367244,4.5,Goteborg,2.84,nej,1
2369358,11.7,496324,4.77,Ovrigt,3.61,nej,1
1136179,18.7,300000,3.79,Ovrigt,2.31,nej,0
3458706,16.0,603459,5.73,Malmo,3.97,nej,1
4210484,15.5,755499,5.57,Stockholm,4.76,nej,1
1515296,13.3,505866,3.0,Ovrigt,3.18,nej,0
2128157,25.7,516737,4.12,Goteborg,3.41,ja,1
2718664,12.5,739102,3.68,Ovrigt,3.66,nej,0
2100306,21.0,567387,3.7,Ovrigt,3.25,nej,0
2987435,12.3,468442,6.38,Stockholm,4.97,ja,1
883279,15.0,316262,2.79,Ovrigt,2.84,nej,0
2624361,12.2,420050,6.25,Stockholm,2.4,nej,0
3503553,16.0,609572,5.75,Goteborg,3.38,nej,1
1754949,16.3,327729,5.35,Goteborg,3.55,nej,0
5000000,12.9,921130,5.43,Stockholm,2.74,nej,0
3448896,16.8,679552,5.08,Ovrigt,3.78,nej,1
2139417,17.1,420161,5.09,Stockholm,4.07,ja,1
2070960,13.9,554476,3.73,Stockholm,3.04,nej,0
2393949,11.8,445364,5.38,Malmo,3.53,nej,0
1571404,16.2,570114,2.76,Ovrigt,3.03,nej,0
3236347,19.6,762027,4.25,Ovrigt,2.76,nej,1
797236,10.6,300000,2.66,Ovrigt,2.23,nej,1
996865,14.5,389542,2.56,Malmo,2.83,nej,0
1479312,15.1,439588,3.37,Goteborg,5.0,ja,0
1693325,13.6,341032,4.97,Stockholm,3.52,ja,1
1837163,18.1,491863,3.74,Stockholm,3.43,ja,0
2037077,13.4,580188,3.51,Goteborg,3.96,nej,0
2048457,20.1,395746,5.18,Malmo,3.61,ja,1
1714215,12.4,300000,5.71,Goteborg,3.38,nej,1
5000000,14.5,1200000,4.17,Ovrigt,3.36,nej,0
3256954,14.9,543873,5.99,Goteborg,4.09,nej,0
3224184,10.7,624481,5.16,Stockholm,2.4,nej,1
2770505,13.9,384934,7.2,Stockholm,4.08,nej,1
1639361,14.1,444312,3.69,Ovrigt,3.65,nej,0
1321398,17.7,374862,3.53,Ovrigt,3.25,nej,0
1278793,16.4,300000,4.26,Ovrigt,2.69,nej,0
1643622,10.9,389219,4.22,Stockholm,3.05,nej,1
2461294,20.4,550163,4.47,Ovrigt,3.23,nej,0
5000000,17.9,1200000,4.17,Stockholm,4.29,nej,0
2648542,12.3,691671,3.83,Stockholm,4.06,nej,0
1543359,12.9,622334,2.48,Ovrigt,2.97,nej,0
2244678,17.1,561124,4.0,Stockholm,5.0,ja,0
2400477,16.9,427359,5.62,Malmo,3.77,nej,0
5000000,15.6,923930,5.41,Stockholm,3.48,nej,0
3225855,13.3,860364,3.75,Malmo,3.03,nej,0
2016937,11.0,673631,2.99,Ovrigt,2.85,nej,0
1654966,14.6,389825,4.25,Stockholm,3.53,nej,1
2318725,12.6,430721,5.38,Malmo,3.43,nej,1
2803961,10.7,667309,4.2,Stockholm,2.97,nej,1
2286644,20.3,398765,5.73,Malmo,3.87,nej,1
4384285,17.0,697419,6.29,Stockholm,3.3,nej,0
5000000,14.6,829211,6.03,Stockholm,3.45,nej,1
5000000,13.1,891913,5.61,Stockholm,3.84,nej,0
5000000,18.0,1172147,4.27,Stockholm,3.7,nej,0
1392284,11.2,350888,3.97,Ovrigt,2.23,nej,0
1785030,12.0,300000,5.95,Goteborg,4.27,ja,1
4861070,16.7,689204,7.05,Stockholm,3.22,nej,0
5000000,11.3,1038745,4.81,Goteborg,2.93,nej,1
3023915,12.3,493466,6.13,Stockholm,4.04,ja,1
2564655,10.8,526885,4.87,Ovrigt,3.02,nej,0
2586371,17.8,528764,4.89,Ovrigt,3.28,nej,0
2801512,13.6,527854,5.31,Goteborg,3.19,nej,0
862282,19.3,401422,2.15,Ovrigt,3.61,nej,0
876199,15.1,305782,2.87,Malmo,2.93,ja,0
2146091,18.7,300000,7.15,Stockholm,3.31,nej,1
838949,14.4,300000,2.8,Malmo,3.18,nej,0
1494073,12.6,418268,3.57,Goteborg,4.55,nej,0
2269303,13.2,686230,3.31,Malmo,2.43,ja,0
1502232,15.3,384134,3.91,Ovrigt,3.75,nej,1
1974481,14.2,397277,4.97,Goteborg,3.46,nej,1
895805,11.6,300000,2.99,Ovrigt,3.66,nej,0
1427798,17.8,520592,2.74,Ovrigt,2.93,nej,0
4792955,15.3,841837,5.69,Goteborg,3.39,nej,1
3908855,10.5,676964,5.77,Malmo,3.29,nej,1
2656280,10.7,761054,3.49,Stockholm,5.0,nej,0
756363,15.0,300000,2.52,Ovrigt,3.01,nej,0
1824768,11.7,384358,4.75,Malmo,2.73,nej,0
5000000,16.1,1200000,4.17,Stockholm,4.88,ja,1
5000000,17.0,935447,5.35,Stockholm,3.41,nej,0
1505667,13.7,300000,5.02,Malmo,3.51,nej,0
4256525,19.4,584062,7.29,Stockholm,3.88,nej,0
2927185,16.1,690547,4.24,Stockholm,3.25,nej,1
1140160,11.2,360460,3.16,Goteborg,2.95,nej,0
1814970,13.4,300000,6.05,Stockholm,3.28,nej,0
3009093,13.6,508657,5.92,Goteborg,2.7,nej,1
2570366,16.6,435781,5.9,Stockholm,2.33,nej,0
3330935,16.8,436464,7.63,Stockholm,2.69,nej,0
2028689,15.9,383896,5.28,Malmo,2.0,nej,0
2525088,12.9,463485,5.45,Goteborg,2.98,nej,0
2096983,16.2,595029,3.52,Stockholm,2.9,nej,0
1568374,17.2,419326,3.74,Stockholm,3.56,nej,0
2125584,12.4,405110,5.25,Malmo,3.28,nej,0
1245594,16.3,300000,4.15,Stockholm,3.12,nej,0
2286756,14.0,676315,3.38,Stockholm,3.91,nej,0
2218188,14.7,300000,7.39,Stockholm,2.95,nej,1
1702530,19.4,356540,4.78,Ovrigt,2.53,nej,1
1604496,17.3,578199,2.77,Ovrigt,2.0,nej,0
1333834,14.4,300000,4.45,Ovrigt,3.21,nej,1
1209061,18.1,533157,2.27,Ovrigt,3.53,ja,0
2456870,12.5,702424,3.5,Malmo,4.76,ja,0
1545335,14.3,300000,5.15,Goteborg,2.68,nej,0
2153370,11.8,416422,5.17,Malmo,3.65,nej,0
989194,13.5,300000,3.3,Stockholm,2.0,nej,0
1536740,17.3,421981,3.64,Malmo,2.42,nej,0
1102764,13.6,399165,2.76,Ovrigt,3.43,nej,0
1978591,13.0,300000,6.6,Goteborg,3.61,nej,0
5000000,14.3,1055933,4.74,Goteborg,2.2,nej,1
3412049,15.0,669580,5.1,Stockholm,2.72,nej,0
870959,13.8,315019,2.76,Malmo,3.23,nej,0
3653497,11.5,795043,4.6,Malmo,3.14,nej,0
1210218,16.2,300000,4.03,Ovrigt,4.23,ja,1
2543816,24.2,365247,6.96,Stockholm,3.75,nej,0
895054,12.0,300000,2.98,Ovrigt,2.43,nej,0
5000000,12.2,909288,5.5,Malmo,3.47,nej,1
1569394,13.0,457228,3.43,Ovrigt,2.77,nej,0
2475643,15.9,636513,3.89,Goteborg,3.4,nej,0
2256482,16.0,551501,4.09,Goteborg,2.92,nej,0
2403476,14.8,556547,4.32,Malmo,3.85,nej,0
2028580,17.3,413011,4.91,Ovrigt,3.55,nej,1
1923760,19.6,446131,4.31,Ovrigt,3.02,ja,1
3663356,12.1,623460,5.88,Stockholm,2.19,nej,1
1868322,15.3,468159,3.99,Stockholm,3.91,nej,0
1009526,12.1,392915,2.57,Ovrigt,2.78,nej,0
2554770,14.3,545488,4.68,Goteborg,2.84,nej,1
2335417,15.9,462415,5.05,Malmo,3.65,nej,1
1692419,21.1,300000,5.64,Goteborg,2.59,nej,0
1491762,16.2,348713,4.28,Stockholm,3.32,nej,1
1495630,14.6,617316,2.42,Ovrigt,3.21,nej,0
1157318,10.1,354053,3.27,Ovrigt,3.15,nej,0
5000000,18.7,754560,6.63,Stockholm,3.92,nej,0
2211348,12.6,385829,5.73,Stockholm,3.48,nej,0
923189,13.7,300000,3.08,Ovrigt,3.79,nej,0
2012543,16.5,426156,4.72,Stockholm,3.05,nej,1
922111,12.6,366214,2.52,Ovrigt,2.77,nej,0
2472965,18.0,457688,5.4,Stockholm,3.82,nej,1
3911997,17.0,742347,5.27,Malmo,2.86,nej,0
2153354,14.8,430115,5.01,Ovrigt,3.27,nej,0
3944397,15.4,926876,4.26,Malmo,3.45,nej,0
1950712,11.7,574791,3.39,Goteborg,2.74,nej,1
1467097,10.7,300000,4.89,Malmo,2.74,nej,0
5000000,13.3,911107,5.49,Stockholm,3.04,nej,0
1167633,18.8,326498,3.58,Stockholm,3.65,nej,0
2043089,18.0,438981,4.65,Ovrigt,4.07,ja,1
1377670,18.4,300000,4.59,Ovrigt,2.39,nej,0
4330226,17.2,1042450,4.15,Malmo,4.37,nej,1
4267883,12.9,869643,4.91,Goteborg,3.43,nej,0
2883337,12.8,443863,6.5,Stockholm,2.95,nej,0
3592038,14.5,567534,6.33,Stockholm,3.99,ja,1
1247954,17.8,487887,2.56,Malmo,3.05,nej,0
1407526,12.0,565443,2.49,Ovrigt,2.98,nej,1
1670016,12.0,494677,3.38,Goteborg,4.54,ja,0
1311940,11.1,300000,4.37,Ovrigt,4.63,nej,1
2354069,13.2,448191,5.25,Stockholm,3.49,ja,0
2367210,13.5,488066,4.85,Goteborg,2.93,nej,1
5000000,12.2,978506,5.11,Stockholm,3.15,nej,0
2357242,14.7,580204,4.06,Goteborg,2.37,nej,0
2917887,14.5,438289,6.66,Stockholm,3.52,nej,1
1785242,20.1,518839,3.44,Ovrigt,3.31,nej,0
2540454,17.9,511552,4.97,Stockholm,3.29,nej,0
1780923,17.7,571581,3.12,Ovrigt,2.09,nej,0
5000000,13.5,1200000,4.17,Goteborg,2.94,ja,1
1533365,15.6,346788,4.42,Ovrigt,2.98,nej,1
1567221,12.5,609651,2.57,Malmo,4.43,ja,1
1491993,15.0,300000,4.97,Ovrigt,2.13,nej,0
3870184,12.7,570971,6.78,Stockholm,3.74,nej,1
1040549,15.8,405073,2.57,Ovrigt,3.02,nej,0
871382,11.7,370469,2.35,Ovrigt,2.7,nej,0
5000000,15.0,1200000,4.17,Stockholm,3.25,nej,1
3217171,11.9,528269,6.09,Stockholm,2.42,nej,0
3168022,11.7,618307,5.12,Goteborg,2.0,nej,1
883696,18.8,300000,2.95,Ovrigt,3.92,nej,1
2595417,11.9,581170,4.47,Goteborg,3.87,ja,1
2753004,19.4,772063,3.57,Goteborg,2.77,nej,0
1682901,19.7,483574,3.48,Stockholm,2.85,nej,0
1680664,12.1,300000,5.6,Stockholm,2.74,nej,0
1244512,14.5,394170,3.16,Ovrigt,3.39,ja,0
3439585,17.2,601314,5.72,Stockholm,3.13,nej,1
3435548,14.2,591034,5.81,Malmo,3.61,nej,0
2283118,12.2,894805,2.55,Ovrigt,2.78,nej,0
1671741,13.0,512973,3.26,Stockholm,2.57,nej,0
869779,11.0,314105,2.77,Malmo,2.88,nej,0
2005338,14.6,374457,5.36,Stockholm,4.68,nej,0
2382134,12.0,478892,4.97,Malmo,3.29,nej,1
4262716,11.7,723417,5.89,Stockholm,3.44,nej,0
1157672,17.0,321816,3.6,Ovrigt,3.8,ja,1
3963428,19.2,815431,4.86,Stockholm,4.24,nej,0
2322595,12.3,588983,3.94,Goteborg,4.09,ja,0
1718146,16.5,450130,3.82,Malmo,2.93,ja,0
2511186,11.4,416246,6.03,Stockholm,3.99,ja,1
866294,13.6,330134,2.62,Ovrigt,2.97,nej,0
2027909,13.0,300000,6.76,Stockholm,4.03,ja,1
2194273,15.4,486170,4.51,Malmo,4.71,ja,0
2700552,14.8,603521,4.47,Stockholm,2.47,nej,0
2029417,13.1,477057,4.25,Malmo,3.42,nej,1
5000000,12.5,730677,6.84,Stockholm,3.32,ja,1
1613979,13.5,570534,2.83,Goteborg,4.05,nej,0
2375787,14.3,571401,4.16,Stockholm,3.78,nej,0
1411870,11.0,408181,3.46,Ovrigt,2.39,ja,0
2095959,15.3,340535,6.15,Stockholm,2.52,nej,0
873642,11.6,316953,2.76,Ovrigt,2.39,nej,0
1999863,19.7,408475,4.9,Ovrigt,3.58,ja,1
2746822,13.9,444923,6.17,Stockholm,4.24,ja,1
3476846,13.5,624096,5.57,Malmo,3.67,nej,0
2178948,17.6,458881,4.75,Stockholm,3.05,nej,0
3167577,18.0,533130,5.94,Goteborg,3.03,nej,0
1363196,11.4,419419,3.25,Ovrigt,3.82,ja,0
2018279,11.8,596307,3.38,Malmo,5.0,nej,0
3609807,13.1,634324,5.69,Malmo,2.29,nej,0
2892678,11.3,788283,3.67,Stockholm,2.07,nej,0
1914036,14.6,300000,6.38,Goteborg,2.88,nej,0
5000000,10.2,962856,5.19,Stockholm,2.77,nej,0
3744699,19.1,737427,5.08,Ovrigt,2.76,nej,1
1946346,14.1,403184,4.83,Goteborg,3.19,nej,0
1926797,13.0,440056,4.38,Ovrigt,2.5,nej,0
1372539,12.2,418180,3.28,Stockholm,2.84,nej,0
1652950,13.0,300000,5.51,Stockholm,3.02,nej,0
2935538,15.9,444414,6.61,Stockholm,3.04,nej,0
3277555,11.7,481154,6.81,Stockholm,3.12,nej,1
2056679,13.7,518170,3.97,Stockholm,3.11,nej,0
1011431,18.0,300000,3.37,Ovrigt,3.13,ja,0
1011521,14.9,300000,3.37,Ovrigt,3.72,ja,0
1532922,20.7,486794,3.15,Goteborg,4.1,ja,0
1600933,15.2,359298,4.46,Goteborg,3.78,nej,1
5000000,12.2,742226,6.74,Stockholm,2.31,nej,0
1586863,11.2,525793,3.02,Ovrigt,3.21,nej,0
5000000,15.5,1200000,4.17,Stockholm,3.3,nej,0
3129784,18.0,627985,4.98,Ovrigt,3.31,nej,1
1547692,11.7,538876,2.87,Goteborg,3.8,ja,1
2768572,12.0,465978,5.94,Stockholm,2.41,nej,0
1952492,12.6,450223,4.34,Ovrigt,3.3,nej,0
4567774,13.0,680537,6.71,Stockholm,3.26,nej,1
1803548,20.3,360293,5.01,Malmo,3.53,nej,0
3710657,17.0,668968,5.55,Goteborg,3.1,nej,0
1201158,10.9,341383,3.52,Stockholm,2.88,nej,1
2131193,22.2,443405,4.81,Goteborg,3.8,nej,0
2895704,11.3,552574,5.24,Malmo,2.83,ja,1
858077,11.3,356812,2.4,Ovrigt,2.38,nej,0
1816970,16.1,549793,3.3,Stockholm,2.46,nej,0
1723113,12.9,378846,4.55,Ovrigt,3.41,nej,1
2775012,13.4,427521,6.49,Stockholm,2.77,nej,1
4895346,14.5,955089,5.13,Stockholm,3.13,nej,1
2992202,17.5,397434,7.53,Stockholm,4.03,nej,0
4570022,10.6,678244,6.74,Stockholm,3.11,ja,1
5000000,12.3,704651,7.1,Stockholm,2.18,nej,0
1466913,14.8,300000,4.89,Ovrigt,3.7,nej,1
3345072,13.8,614916,5.44,Stockholm,2.7,nej,0
2774143,16.4,415047,6.68,Stockholm,3.1,ja,1
5000000,16.2,1041754,4.8,Stockholm,3.14,nej,0
1361714,11.6,300000,4.54,Ovrigt,3.09,nej,0
1377063,22.2,308180,4.47,Ovrigt,3.59,ja,1
1444562,12.0,365971,3.95,Stockholm,3.54,nej,0
1496541,11.4,346944,4.31,Stockholm,2.73,nej,0
5000000,20.6,1128597,4.43,Stockholm,2.71,nej,0
5000000,17.6,742003,6.74,Stockholm,2.08,nej,0
4383051,14.7,631666,6.94,Stockholm,2.0,nej,1
1751089,20.0,376009,4.66,Goteborg,3.34,nej,1
5000000,13.7,858588,5.82,Stockholm,2.41,nej,1
2086396,20.4,351621,5.93,Goteborg,3.11,nej,1
3832800,12.8,820324,4.67,Stockholm,4.36,nej,1
682284,18.8,300000,2.27,Ovrigt,3.94,ja,0
1101474,13.2,309340,3.56,Ovrigt,3.22,nej,0
3414116,12.8,599177,5.7,Malmo,3.45,nej,0
4001712,13.5,690748,5.79,Goteborg,4.49,nej,0
2584023,19.8,620939,4.16,Goteborg,2.07,nej,1
963694,18.6,321299,3.0,Goteborg,3.12,nej,0
1345865,14.6,334806,4.02,Ovrigt,4.52,ja,0
3104293,16.2,520611,5.96,Goteborg,3.38,nej,0
1230966,16.6,300000,4.1,Ovrigt,3.92,nej,0
2348048,16.9,692722,3.39,Ovrigt,2.82,nej,0
1143377,13.7,300000,3.81,Stockholm,2.45,nej,0
1842823,21.5,324001,5.69,Malmo,4.35,nej,0
2194570,12.5,487075,4.51,Stockholm,3.25,nej,1
1281151,16.9,300000,4.27,Stockholm,4.16,ja,1
1767453,16.2,300000,5.89,Goteborg,3.73,nej,0
5000000,12.0,766903,6.52,Stockholm,3.97,nej,1
1656812,20.4,405190,4.09,Ovrigt,3.38,nej,0
5000000,11.8,1120465,4.46,Stockholm,3.4,nej,0
3610379,22.8,907174,3.98,Goteborg,3.5,nej,0
1352799,16.6,526085,2.57,Malmo,3.68,ja,1
1590301,19.0,501468,3.17,Malmo,3.83,nej,0
2510068,12.1,502008,5.0,Goteborg,2.86,nej,0
772549,13.0,300000,2.58,Ovrigt,3.86,nej,0
1678027,14.7,300000,5.59,Malmo,3.68,nej,1
1768565,18.6,509034,3.47,Goteborg,2.0,nej,0
4298310,15.0,764066,5.63,Stockholm,4.45,ja,1
2591999,14.3,549007,4.72,Goteborg,3.34,nej,0
1176521,13.1,300000,3.92,Ovrigt,4.0,nej,0
2346880,18.3,643683,3.65,Malmo,4.24,nej,1
3421479,12.6,724312,4.72,Ovrigt,3.27,nej,0
3173894,17.8,711546,4.46,Goteborg,3.41,nej,0
5000000,13.3,887212,5.64,Stockholm,2.43,nej,0
2933440,18.4,477495,6.14,Stockholm,3.1,nej,0
3474309,16.3,918386,3.78,Stockholm,4.19,nej,0
2194440,17.8,468974,4.68,Malmo,3.2,nej,0
1848579,22.4,491207,3.76,Ovrigt,3.76,nej,0
5000000,11.9,691191,7.23,Stockholm,3.19,nej,0
2860345,13.3,465750,6.14,Goteborg,3.56,ja,1
1154668,15.3,346625,3.33,Goteborg,3.54,nej,0
1449928,13.3,473139,3.06,Goteborg,2.0,nej,0
4068030,14.0,886205,4.59,Stockholm,3.42,nej,0
3873591,14.6,500523,7.74,Stockholm,2.0,nej,1
2858334,14.3,853703,3.35,Stockholm,3.15,nej,0
5000000,12.3,801971,6.23,Stockholm,2.7,nej,0
3189268,18.6,529890,6.02,Stockholm,2.51,nej,1
5000000,14.5,1040820,4.8,Stockholm,4.09,nej,1
1252602,15.3,383763,3.26,Malmo,3.87,nej,0
4676855,16.0,1092324,4.28,Stockholm,2.99,nej,1
1622105,11.7,476227,3.41,Ovrigt,4.63,nej,0
2187425,13.8,593417,3.69,Stockholm,3.8,nej,0
1502872,13.1,418687,3.59,Stockholm,3.11,nej,0
1458508,15.5,471981,3.09,Goteborg,2.83,ja,0
3224027,17.2,550452,5.86,Stockholm,3.14,nej,0
992484,19.6,300000,3.31,Ovrigt,3.35,ja,0
2510398,14.4,547410,4.59,Stockholm,2.92,nej,0
919368,12.2,300000,3.06,Ovrigt,3.45,nej,0
1387429,15.6,506053,2.74,Ovrigt,2.82,nej,0
3573552,18.7,824483,4.33,Goteborg,3.99,nej,0
1059532,12.6,300000,3.53,Goteborg,2.88,nej,0
4338014,11.5,877579,4.94,Malmo,2.59,nej,0
1498800,13.9,464436,3.23,Goteborg,4.08,ja,1
1745654,14.6,300000,5.82,Malmo,3.18,nej,0
2958529,13.7,808634,3.66,Stockholm,4.69,ja,1
3767805,13.4,499527,7.54,Stockholm,3.3,nej,1
2819502,11.3,473215,5.96,Goteborg,3.22,ja,1
2233884,11.5,415936,5.37,Goteborg,3.38,nej,0
1451729,17.1,300000,4.84,Ovrigt,2.66,nej,1
3098166,18.8,797788,3.88,Stockholm,3.29,nej,0
945871,17.6,356995,2.65,Ovrigt,3.49,ja,0
1478185,13.4,336158,4.4,Stockholm,3.08,nej,0
2250660,21.8,609518,3.69,Goteborg,3.23,nej,0
1719796,10.5,368710,4.66,Stockholm,3.64,nej,0
1530869,18.0,308259,4.97,Goteborg,2.87,nej,1
3250699,14.5,962262,3.38,Stockholm,2.0,nej,0
1279156,15.2,302992,4.22,Goteborg,2.63,nej,1
857398,16.2,300000,2.86,Ovrigt,3.28,nej,0
3190032,18.1,627277,5.09,Goteborg,4.25,ja,0
2832965,22.5,432983,6.54,Goteborg,3.38,nej,1
1344821,15.4,366934,3.67,Ovrigt,4.66,ja,0
1197138,20.2,352991,3.39,Ovrigt,3.29,nej,1
2235645,19.0,536417,4.17,Goteborg,3.33,nej,1
3014647,14.1,441932,6.82,Stockholm,3.05,nej,0
1689984,11.6,722480,2.34,Ovrigt,3.83,nej,0
1757759,13.4,300000,5.86,Malmo,4.84,ja,1
3675655,10.1,713508,5.15,Stockholm,2.62,nej,0
3611293,12.7,772083,4.68,Stockholm,3.79,ja,1
1506855,14.3,300000,5.02,Ovrigt,2.48,nej,0
2977238,18.0,396529,7.51,Stockholm,4.2,nej,0
2426146,15.8,601312,4.03,Ovrigt,3.3,nej,0
1339611,14.1,401778,3.33,Stockholm,3.71,ja,0
1366746,14.5,314058,4.35,Ovrigt,2.52,nej,0
2818276,12.3,697266,4.04,Goteborg,3.06,nej,1
2104543,12.8,495784,4.24,Goteborg,3.15,nej,1
779177,12.6,300000,2.6,Ovrigt,3.18,ja,0
4686452,12.8,983451,4.77,Goteborg,3.29,nej,1
2221533,14.9,395535,5.62,Goteborg,2.68,nej,1
2283542,15.4,508335,4.49,Stockholm,3.83,ja,1
4975537,17.0,661532,7.52,Stockholm,2.61,nej,1
3171678,21.7,766837,4.14,Stockholm,3.29,nej,0
2648343,10.2,969408,2.73,Malmo,3.08,nej,0
1900426,15.6,307420,6.18,Stockholm,3.38,nej,0
5000000,15.6,830996,6.02,Stockholm,3.92,ja,1
4225098,15.5,658160,6.42,Goteborg,3.26,nej,1
2171482,11.3,418793,5.19,Malmo,2.76,nej,0
1491297,12.8,548481,2.72,Ovrigt,4.34,ja,0
5000000,10.8,867793,5.76,Stockholm,3.91,ja,1
2554075,13.3,343593,7.43,Stockholm,3.58,nej,1
2104141,14.1,806054,2.61,Ovrigt,3.65,ja,1
1854368,14.3,320134,5.79,Stockholm,3.09,nej,0
1133299,15.4,300000,3.78,Ovrigt,2.59,nej,0
1240720,11.8,360513,3.44,Ovrigt,3.11,ja,0
4368826,13.8,864560,5.05,Ovrigt,2.92,nej,0
1858947,13.4,527918,3.52,Stockholm,3.78,nej,0
1577345,14.8,395231,3.99,Ovrigt,2.77,ja,0
